Company Name,Rest of the Details
7&7 PRODUCERS'S SALES,"['Production company and sales agent', '122 Walton St, London SW3 2JJ, UK', '+44 020 7584 6402', ' 7and7.co.uk', 'imdb.com/company/co0330284', 'Does not accept any unsolicited material. Project types include feature films and commercials. Genres include action, comedy, drama, fantasy, horror, and romance. Established in 1972.', 'Maura Hoy', 'Producer imdb.com/name/nm1084040', '\n7ATE9 ENTERTAINMENT', 'Production company and distributor', '740 N La Brea Ave, Los Angeles, CA 90038 323-936-6789 (phone)', '323-937-6713 (fax)', ' 7ate9.com', 'imdb.com/company/co0171281 linkedin.com/company/7ate9-entertainment facebook.com/', '7ATE9-Entertainment-201426896556397', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, crime, drama, fantasy, horror, romance, science fiction, thriller, and documentary. Established in 2002.', 'Artur Spigel', 'Creative Director imdb.com/name/nm1742493 linkedin.com/pub/artur-spigel/25/982/926 facebook.com/art.spigel']"
"7TH FLOOR, THE","['Production company and distributor', '155 Water St, Brooklyn, NY 11201-1040', '212-244-2317', ' the7thfloor.com imdb.com/company/co0054820', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include action, comedy, crime, drama, romance, and thriller. Established in 2002.']"
8:38 PRODUCTIONS,"['Production company', '10390 Santa Monica Blvd, Ste 200, Los Angeles, CA 90064', '310-789-3056 (phone)', '310-789-3077 (fax)', 'imdb.com/company/co0252672', 'Does not accept any unsolicited material. Genres include action, crime, drama, family, myth, romance, and thriller. Established in 2013.', 'Kira Davis', 'Principal', '310-789-3056', 'imdb.com/name/nm0204987']"
900 FILMS,"['Production company', '1203 Activity Dr, Vista, CA 92081', '760-477-2470 (phone)', '760-477-2478 (fax)', ' 900films.com imdb.com/company/co0086829 facebook.com/900films', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films, TV, and commercials. Genres include action, non- fiction, and reality. Established in 2001.', 'Tony Hawk Skateboarder/Principal imdb.com/name/nm0005000', 'Angela Rhodehamel', 'Production Manager/ Producer linkedin.com/pub/angela-rhodehamel/86/520/979']"
9.14 PICTURES,"['Production company', '1804 Chestnut St, Ste 2, Philadelphia, PA 19103', '215-238-0707 (phone)', '215-238-0663 (fax)', ' 914pictures.com imdb.com/company/co0145535', 'facebook.com/pages/914-Pictures/117299371642553', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include action, comedy, crime, drama, romance, thriller, and documentary. Established in 2005.', '\nDon Argott', 'Owner', '215-238-0707 ext. 12#', ' imdb.com/name/nm0034531 linkedin.com/pub/don-argott/6/7a5/634 twitter.com/dargott', 'Sheena Joyce', 'Owner', '215-238-0707 ext. 11#', ' imdb.com/name/nm1852224 linkedin.com/pub/sheena-joyce/6/230/852 twitter.com/sheenamjoyce']"
923 FILMS,"['Production company and distributor Chicago, IL', ' 923films.com imdb.com/company/co0247949', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include drama, myth, and thriller. Established in 2009.']"
9 STORY MEDIA GROUP,"['Production company and distributor', '23 Fraser Ave, Toronto, ON M6K 1Y7, Canada 416-530-9900', ' 9story.com', 'imdb.com/company/co0124707 linkedin.com/company/140126 facebook.com/9StoryMediaGroup twitter.com/9StoryMG', 'Does not accept any unsolicited material. Project types include TV. Genres include animation, comedy, drama, family, and romance. Established in 1988.', 'Vince  Commisso Producer imdb.com/name/nm0173886', '9 STORY MEDIA GROUP', 'Production company', '23 Fraser Ave, Toronto, ON M6K 1Y7, Canada 416 530 990 (phone)', '416-530-9935 (fax)', '9story.com imdb.com/company/co0124707', 'Accepts query letters from produced or represented writers. Project types include TV. Genres include animation, comedy, family, and romance. Established in 1992.']"
A24,"['Production company and distributor', '8321 Beverly Blvd, Los Angeles, CA 90048 323-900-5300', '601 W 26th St, Ste 1740, New York, NY 10001', '646-568-6015', ' a24films.com imdb.com/company/co0390816 facebook.com/a24', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, fantasy, horror, and thriller. Established in 2012.']"
A71 PRODUCTIONS,"['Production company and distributor', '25 Atlantic Ave, Toronto, ON M6K 3E7, Canada 416-778-5571', ' a71productions.com imdb.com/company/co0336760 linkedin.com/company/a71-productions facebook.com/A71productionsinc twitter.com/a71productions', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films and short films. Genres include comedy. Established in 2007.', 'David Miller', 'Producer imdb.com/name/nm2418763', '\nA AND S ANIMATION', 'Production company', '8137 Lake Crowell Circle, Orlando, FL 32836 407-370-2673 (phone)', '407-370-2602 (fax)', ' funnytoons.tv imdb.com/company/co0186525', 'Does not accept any unsolicited material. Project types include short films and TV. Genres include animation. Established in 1999.']"
AARDMAN ANIMATIONS,"['Production company', '1410 Aztec West, Bristol, BS32 4RT 014-548-59000', 'Gas Ferry Rd, Bristol BS1 6UN, United Kingdom', '+44117-984-8485 (phone)', '+44117-984-8486 (fax)', ' aardman.com imdb.com/company/co0103531 twitter.com/aardman', 'Does not accept any unsolicited material. Genres include animation.', 'Alicia Gold', 'Head (Feature Development)', '+44117-984-8485', ' imdb.com/name/nm1664759imdb.com/name/', 'nm4211100', 'linkedin.com/pub/alicia-gold/50/1a6/575']"
AARDWOLF ENTERTAINMENT,"['Production company, distributor, and sales agent', '3200 N Lakeshore, 709, Chicago, IL 60657', '312-656-9926', ' imdb.com/company/co0371400', 'Does not accept any unsolicited material. Project types include TV. Genres include crime and drama.', 'Mark Vadik', 'Producer imdb.com/name/nm1067375']"
A BAND APART,"['Production company and distributor', 'Los Angeles, CA 323-951-4600', 'imdb.com/company/co0019267', 'Does not accept any unsolicited material. Project types include feature films and TV. Genres include action, comedy, crime, drama, family, fantasy, horror, romance, science fiction, and thriller. Established in 1994.']"
ABANDON INTERACTIVE ENTERTAINMENT,"['Production company', '711 Route 302, Pine Bush, NY 12566', '845-361-9317 (phone)', '845-361-9150 (fax)', ' imdb.com/company/co0025591 linkedin.com/company/abandon-interactive-', 'entertainment', 'Does not accept any unsolicited material.', 'Karen Lauder', 'COO', '845-361-9317', ' imdb.com/name/nm0490746']"
ABANDON PICTURES,"['Production company', '711 Route 302, Pine Bush, NJ 12566', '845-361-9317 (phone)', '212-397-8361 (fax)', 'imdb.com/company/co0025591', 'Does not accept any unsolicited material. Project types include feature films. Genres include thriller.', '\nLizzie Friedman', 'Producer imdb.com/name/nm0295288', 'Deborah Marcus', 'imdb.com/name/nm3359316', 'Karen Lauder', 'Producer imdb.com/name/nm0490746']"
ABBOLITA PRODUCTIONS,"['Production company', '10225 Stony Ridge Dr, Las Vegas, NV 89144 abbolita.com', 'imdb.com/company/co0419092 twitter.com/abbolita13', 'Does not accept any unsolicited material. Project types include feature films. Genres include comedy, drama, romance, and thriller. Established in 2014.', 'Tim Nye', 'Principal imdb.com/name/nm5470167']"
ABBY LOU ENTERTAINMENT,"['Production company', '1411 Edgehill Pl., Pasadena, CA 91103', '626-795-7334 (phone)', '626-795-4013 (fax)', ' abbylouent.com imdb.com/company/co0094888 facebook.com/abbylouent twitter.com/AbbyLouEnt', 'Does not accept any unsolicited material. Project types include feature films.', 'Cheryl Pestor', 'imdb.com/name/nm2453743', 'George Le Fave', 'President imdb.com/name/nm2247957']"
ABC SIGNATURE,"['Production company', '500 S Buena Vista St, Burbank, CA 91521 imdb.com/company/co0492993', 'Does not accept any unsolicited material. Project types include TV. Genres include comedy and drama.', 'Tracy Underwood', 'Head imdb.com/name/nm0881046']"
ABC STUDIOS,"['Production company', '500 S Buena Vista St, Burbank, CA 91505 818-460-7777', 'imdb.com/company/co0209226 facebook.com/ABCNetwork twitter.com/ABCNetwork', 'Does not accept any unsolicited material. Project types include TV and commercials. Genres include comedy and drama.', 'Brenda Kyle', 'Vice President (Television Production) imdb.com/name/nm0477368 linkedin.com/pub/brenda-kyle/1/a09/9b1', 'Gary French', 'Senior Vice President (Production) imdb.com/name/nm2380686', 'Patrick Moran', 'Executive Vice President (Creative & Production) imdb.com/name/nm3988896 facebook.com/patrick.moran.18400']"
ABERRATION FILMS,"['Production company', '1425 N Crescent Heights Blvd, #203, West Hollywood, CA 90046', '323-656-1830', ' imdb.com/company/co0164476 linkedin.com/company/aberration-films', 'Accepts query letters from unproduced, unrepresented writers. Project types include feature films. Genres include drama.', '\nSusan Dynner', '323-656-1830', ' imdb.com/name/nm1309839 linkedin.com/pub/susan-dynner/8/739/83']"
A BIGGER BOAT,"['Production company', '2700 Colorado Ave, Ste 200, Santa Monica, CA 90404', '310-255-3633', 'imdb.com/company/co0247116', 'Does not accept any unsolicited material. Project types include feature films.', 'Amanda Essick', 'imdb.com/name/nm2302699', 'Peter Block', 'Producer imdb.com/name/nm0088756']"
A BIRD'S EYE PRODUCTIONS,"['Production company, distributor, and sales agent', '9663 Santa Monica Blvd Ste 441, Beverly Hills, CA 90210', '424-204-2094 (phone)', '310-388-0956 (fax)', ' abirdseyeproductions.com imdb.com/company/co0343658', 'Does not accept any unsolicited material. Genres include action, crime, and drama.']"
ABOMINABLE PICTURES,"['Production company', '3400 Cahuenga Blvd West Building, 2nd Floor, Los Angeles, CA 90068', ' abominablepictures.com imdb.com/company/co0295946 facebook.com/pages/Abominable-Pictures/', '337127229732998', 'twitter.com/AbominablePix', 'Does not accept any unsolicited material. Project types include TV. Genres include comedy.', 'Jonathan Stern', 'Producer imdb.com/name/nm0827746']"
ABRAMORAMA,"['Distributor and sales agent', '23 Washington Ave, Pleasantville, NY 10570', '914-741-1818', ' abramorama.com imdb.com/company/co0096337 linkedin.com/company/abramorama facebook.com/AbramoramaInc twitter.com/abramorama', 'Does not accept any unsolicited material. Project types include feature films. Genres include comedy and documentary.']"
ABSO LUTELY PRODUCTIONS,"['Production company', '1500 Flower St, Glendale, CA 91201', '818-937-9856', ' absolutelyproductions.com imdb.com/company/co0366889 facebook.com/absolutelyprod', 'Accepts query letters from produced or represented writers. Project types include feature films, short films, and TV. Genres include action, comedy, detective, and drama. Established in 2008.']"
ABSOLUTE PRODUCTIONS,"['Production company and distributor', '545 SW 15th Ave, Fort Lauderdale, FL 33312 954-763-7939', ' 531themovie.com imdb.com/company/co0202367', 'Does not accept any unsolicited material. Project types include short films. Genres include comedy and romance. Established in 2007.', '\nABSTRACT ENTERTAINMENT', 'Production company', '5160 Van Nuys Blvd, Ste 255, Sherman Oaks, CA 91403', '844-822-7872', ' abstractentertainment.com imdb.com/company/co0232808', 'Does not accept any unsolicited material. Project types include feature films. Genres include action, animation, crime, drama, fantasy, myth, science fiction, and thriller.']"
"ACADEMY ENTERTAINMENT, INC.","['Production company and distributor', '59 Westminster Ave, Bergenfield, NJ 07621', '201-394-1849 (phone)', '201-357-8482 (fax)', ' imdb.com/company/co0043995', 'Does not accept any unsolicited material. Genres include crime, drama, and romance.']"
ACAPPELLA PICTURES,"['Production company', '8271 Melrose Ave, Ste 101, Los Angeles, CA 90046', '323-782-8200 (phone)', '323-782-8210 (fax)', ' acappellapictures.com imdb.com/company/co0055414 linkedin.com/company/acappella-pictures', 'Accepts query letters from unproduced, unrepresented writers via email.', 'Charmaine Parcero Development Executive 323-782-8200', ' imdb.com/name/nm0661019 linkedin.com/pub/charmaine-parcero/7/200/520', 'Charles Evans', 'President', '323-782-8200', ' imdb.com/name/nm0262509 linkedin.com/pub/dir/Charlie/Evans']"
ACCELERATED ENTERTAINMENT LLC,"['Production company', '10201 W Pico Blvd, Building 6, Los Angeles, CA 90064', ' imdb.com/company/co0208920', 'Does not accept any unsolicited material. Project types include feature films. Genres include drama and non- fiction.', 'Jason Perr  imdb.com/name/nm1280790 linkedin.com/pub/dir/%20/Perr', 'Christina Lee Storm  imdb.com/name/nm0497028 linkedin.com/pub/dir/christina/storm']"
ACCESS,"['Production company', 'Tokyo, Japan 03-5259-3511', ' access-company.com', 'imdb.com/company/co0198697', 'Does not accept any unsolicited material. Project types include TV. Genres include animation and comedy.', 'Toru Arakawa', 'CEO', 'imdb.com/name/nm2525771']"
ACE CREW ENTERTAINMENT,"['Distributor', '\n2-20-1-701, Tomigaya, Shibuya, Tokyo 151-0063, Japan', '03-5452-3531', ' acecrew.co.jp imdb.com/company/co0311522', 'Does not accept any unsolicited material. Genres include comedy and drama.']"
ACIEM STUDIOS,"['Production company', '7 N Mountain Ave, Montclair, NJ 07042 973-707-7987', ' aciemstudios.com imdb.com/company/co0457339', 'Does not accept any unsolicited material. Project types include TV. Genres include documentary.']"
"A.C. LYLES PRODUCTIONS, INC.","['Production company', '5555 Melrose Ave, Hart Building 409, Hollywood, CA 90038-3197', '323-956-5819', 'imdb.com/company/co0074718', 'Accepts query letters from unproduced, unrepresented writers via email. Project types include feature films. Genres include action.']"
ACME PRODUCTIONS,"['Production company', '4000 Warner Blvd, Building 19, Room 221-B, Burbank, CA 91522', '818-954-7779', 'imdb.com/company/co0066048', 'Does not accept any unsolicited material. Project types include TV. Genres include comedy and family.', 'Michael Hanel Partner/Producer imdb.com/name/nm0995625', 'Mindy Schultheis Partner/Producer imdb.com/name/nm0995547', 'linkedin.com/pub/mindy-mindy-schultheis/43/967/ 507']"
